"","Year","Month","Date","City","Temperature"
"524","1956","JUL",1956-07-01,"Cali",23.8
"525","1956","AUG",1956-08-01,"Cali",24
"526","1956","SEP",1956-09-01,"Cali",23.8
"527","1956","OCT",1956-10-01,"Cali",23.1
"528","1956","DEC",1956-12-01,"Cali",23.7
"529","1957","JAN",1957-01-01,"Cali",24.9
"530","1957","FEB",1957-02-01,"Cali",25
"531","1957","MAR",1957-03-01,"Cali",24
"532","1957","APR",1957-04-01,"Cali",23.5
"533","1957","JUL",1957-07-01,"Cali",24.8
"534","1958","APR",1958-04-01,"Cali",24.7
"535","1958","JUN",1958-06-01,"Cali",24.9
"536","1959","FEB",1959-02-01,"Cali",23.5
"537","1959","MAR",1959-03-01,"Cali",23.7
"538","1959","APR",1959-04-01,"Cali",23.4
"539","1959","MAY",1959-05-01,"Cali",22.9
"540","1959","JUN",1959-06-01,"Cali",22.6
"541","1959","JUL",1959-07-01,"Cali",22.9
"542","1959","AUG",1959-08-01,"Cali",23
"543","1959","SEP",1959-09-01,"Cali",23.6
"544","1959","OCT",1959-10-01,"Cali",22.4
"545","1959","NOV",1959-11-01,"Cali",22.4
"546","1959","DEC",1959-12-01,"Cali",22.6
"547","1960","JAN",1960-01-01,"Cali",22.9
"548","1960","FEB",1960-02-01,"Cali",23
"549","1960","MAR",1960-03-01,"Cali",23.1
"550","1960","APR",1960-04-01,"Cali",22.9
"551","1960","MAY",1960-05-01,"Cali",23.2
"552","1960","JUN",1960-06-01,"Cali",23.3
"553","1960","JUL",1960-07-01,"Cali",23.1
"554","1960","AUG",1960-08-01,"Cali",23.6
"555","1960","SEP",1960-09-01,"Cali",23.5
"556","1960","OCT",1960-10-01,"Cali",22.7
"557","1960","NOV",1960-11-01,"Cali",22.5
"558","1960","DEC",1960-12-01,"Cali",23
"559","1961","JAN",1961-01-01,"Cali",23.5
"560","1961","FEB",1961-02-01,"Cali",23.7
"561","1961","MAR",1961-03-01,"Cali",23.4
"562","1961","APR",1961-04-01,"Cali",22.8
"563","1961","MAY",1961-05-01,"Cali",23.7
"564","1961","JUN",1961-06-01,"Cali",22.9
"565","1961","JUL",1961-07-01,"Cali",22.7
"566","1961","AUG",1961-08-01,"Cali",23.6
"567","1961","SEP",1961-09-01,"Cali",23.3
"568","1961","OCT",1961-10-01,"Cali",22.7
"569","1961","NOV",1961-11-01,"Cali",21.7
"570","1961","DEC",1961-12-01,"Cali",22.6
"571","1962","JAN",1962-01-01,"Cali",22.7
"572","1962","FEB",1962-02-01,"Cali",22.7
"573","1962","MAR",1962-03-01,"Cali",22.1
"574","1962","APR",1962-04-01,"Cali",22.1
"575","1962","MAY",1962-05-01,"Cali",21.7
"576","1962","JUN",1962-06-01,"Cali",21.8
"577","1962","JUL",1962-07-01,"Cali",23.4
"578","1962","AUG",1962-08-01,"Cali",23.3
"579","1962","SEP",1962-09-01,"Cali",23.5
"580","1962","OCT",1962-10-01,"Cali",22.6
"581","1962","NOV",1962-11-01,"Cali",22.5
"582","1962","DEC",1962-12-01,"Cali",22.7
"583","1963","JAN",1963-01-01,"Cali",23.1
"584","1963","FEB",1963-02-01,"Cali",22.1
"585","1963","MAR",1963-03-01,"Cali",23.1
"586","1963","APR",1963-04-01,"Cali",23.1
"587","1963","MAY",1963-05-01,"Cali",23.1
"588","1963","JUN",1963-06-01,"Cali",23.6
"589","1963","JUL",1963-07-01,"Cali",23.2
"590","1963","AUG",1963-08-01,"Cali",24.1
"591","1963","SEP",1963-09-01,"Cali",23.9
"592","1963","OCT",1963-10-01,"Cali",23.7
"593","1963","NOV",1963-11-01,"Cali",22.2
"594","1963","DEC",1963-12-01,"Cali",23.7
"595","1964","JAN",1964-01-01,"Cali",24.2
"596","1964","FEB",1964-02-01,"Cali",24
"597","1964","MAR",1964-03-01,"Cali",24.1
"598","1964","APR",1964-04-01,"Cali",23.3
"599","1964","MAY",1964-05-01,"Cali",23.3
"600","1966","MAR",1966-03-01,"Cali",23
"601","1966","APR",1966-04-01,"Cali",23.4
"602","1966","MAY",1966-05-01,"Cali",22.7
"603","1966","JUN",1966-06-01,"Cali",23
"604","1966","JUL",1966-07-01,"Cali",23.5
"605","1966","AUG",1966-08-01,"Cali",23
"606","1966","SEP",1966-09-01,"Cali",23.4
"607","1966","OCT",1966-10-01,"Cali",22.8
"608","1966","NOV",1966-11-01,"Cali",22.2
"609","1966","DEC",1966-12-01,"Cali",22.2
"610","1967","JAN",1967-01-01,"Cali",22.8
"611","1967","FEB",1967-02-01,"Cali",22.9
"612","1967","MAR",1967-03-01,"Cali",23.1
"613","1967","APR",1967-04-01,"Cali",23.1
"614","1967","MAY",1967-05-01,"Cali",22.8
"615","1967","JUN",1967-06-01,"Cali",22.4
"616","1967","JUL",1967-07-01,"Cali",22.8
"617","1967","AUG",1967-08-01,"Cali",23.4
"618","1967","SEP",1967-09-01,"Cali",22.8
"619","1967","OCT",1967-10-01,"Cali",22.7
"620","1967","NOV",1967-11-01,"Cali",22.4
"621","1967","DEC",1967-12-01,"Cali",22.7
"622","1968","JAN",1968-01-01,"Cali",22.8
"623","1968","FEB",1968-02-01,"Cali",22.7
"624","1968","MAR",1968-03-01,"Cali",22.7
"625","1968","APR",1968-04-01,"Cali",22.9
"626","1968","MAY",1968-05-01,"Cali",22.9
"627","1968","JUN",1968-06-01,"Cali",22.2
"628","1968","JUL",1968-07-01,"Cali",23.1
"629","1968","AUG",1968-08-01,"Cali",23.7
"630","1968","SEP",1968-09-01,"Cali",23.1
"631","1968","OCT",1968-10-01,"Cali",22.4
"632","1968","NOV",1968-11-01,"Cali",22.2
"633","1968","DEC",1968-12-01,"Cali",22.7
"634","1969","JAN",1969-01-01,"Cali",22.8
"635","1969","FEB",1969-02-01,"Cali",23.5
"636","1969","MAR",1969-03-01,"Cali",20.8
"637","1969","APR",1969-04-01,"Cali",22.7
"638","1969","MAY",1969-05-01,"Cali",23.3
"639","1969","JUN",1969-06-01,"Cali",23.1
"640","1969","JUL",1969-07-01,"Cali",23.1
"641","1969","AUG",1969-08-01,"Cali",23.9
"642","1969","SEP",1969-09-01,"Cali",23.5
"643","1969","OCT",1969-10-01,"Cali",22
"644","1969","NOV",1969-11-01,"Cali",22.5
"645","1969","DEC",1969-12-01,"Cali",22.8
"646","1970","JAN",1970-01-01,"Cali",23.2
"647","1970","FEB",1970-02-01,"Cali",23.1
"648","1970","MAR",1970-03-01,"Cali",23.2
"649","1970","APR",1970-04-01,"Cali",22.8
"650","1970","MAY",1970-05-01,"Cali",22.6
"651","1970","JUN",1970-06-01,"Cali",23.2
"652","1970","JUL",1970-07-01,"Cali",23.3
"653","1970","AUG",1970-08-01,"Cali",23.5
"654","1970","SEP",1970-09-01,"Cali",23.1
"655","1970","OCT",1970-10-01,"Cali",22.7
"656","1970","NOV",1970-11-01,"Cali",21.9
"657","1970","DEC",1970-12-01,"Cali",22.7
"658","1971","JAN",1971-01-01,"Cali",22.9
"659","1971","FEB",1971-02-01,"Cali",23
"660","1971","MAR",1971-03-01,"Cali",23.2
"661","1971","APR",1971-04-01,"Cali",22.8
"662","1971","MAY",1971-05-01,"Cali",22.7
"663","1971","JUN",1971-06-01,"Cali",22.7
"664","1971","JUL",1971-07-01,"Cali",23
"665","1971","AUG",1971-08-01,"Cali",22.4
"666","1971","SEP",1971-09-01,"Cali",22.3
"667","1971","OCT",1971-10-01,"Cali",21.8
"668","1971","NOV",1971-11-01,"Cali",21.8
"669","1971","DEC",1971-12-01,"Cali",22.7
"670","1972","JAN",1972-01-01,"Cali",23
"671","1972","FEB",1972-02-01,"Cali",23.4
"672","1972","MAR",1972-03-01,"Cali",23.5
"673","1972","APR",1972-04-01,"Cali",23.8
"674","1972","MAY",1972-05-01,"Cali",23.5
"675","1972","JUN",1972-06-01,"Cali",24.1
"676","1972","JUL",1972-07-01,"Cali",24.5
"677","1973","APR",1973-04-01,"Cali",23.6
"678","1973","MAY",1973-05-01,"Cali",23.3
"679","1973","JUN",1973-06-01,"Cali",23.1
"680","1973","JUL",1973-07-01,"Cali",23.6
"681","1973","AUG",1973-08-01,"Cali",23
"682","1973","SEP",1973-09-01,"Cali",22.5
"683","1973","OCT",1973-10-01,"Cali",22.6
"684","1973","NOV",1973-11-01,"Cali",22.4
"685","1973","DEC",1973-12-01,"Cali",22.1
"686","1974","JAN",1974-01-01,"Cali",22.6
"687","1974","FEB",1974-02-01,"Cali",22.6
"688","1974","MAR",1974-03-01,"Cali",22.7
"689","1974","APR",1974-04-01,"Cali",22.6
"690","1974","MAY",1974-05-01,"Cali",22.9
"691","1974","JUN",1974-06-01,"Cali",23
"692","1974","JUL",1974-07-01,"Cali",23.1
"693","1974","AUG",1974-08-01,"Cali",23.8
"694","1974","SEP",1974-09-01,"Cali",22.6
"695","1974","OCT",1974-10-01,"Cali",22.4
"696","1974","NOV",1974-11-01,"Cali",22.7
"697","1974","DEC",1974-12-01,"Cali",22.8
"698","1975","JAN",1975-01-01,"Cali",23.4
"699","1975","FEB",1975-02-01,"Cali",22.8
"700","1975","MAR",1975-03-01,"Cali",23.2
"701","1975","APR",1975-04-01,"Cali",23.5
"702","1975","MAY",1975-05-01,"Cali",22.9
"703","1975","JUN",1975-06-01,"Cali",23.2
"704","1975","JUL",1975-07-01,"Cali",22.2
"705","1975","AUG",1975-08-01,"Cali",22.7
"706","1975","SEP",1975-09-01,"Cali",23
"707","1975","OCT",1975-10-01,"Cali",22.2
"708","1975","NOV",1975-11-01,"Cali",21.9
"709","1975","DEC",1975-12-01,"Cali",21.6
"710","1976","JAN",1976-01-01,"Cali",23
"711","1976","FEB",1976-02-01,"Cali",22.7
"712","1976","MAR",1976-03-01,"Cali",23.4
"713","1976","APR",1976-04-01,"Cali",23.2
"714","1976","MAY",1976-05-01,"Cali",22.9
"715","1976","JUN",1976-06-01,"Cali",23.2
"716","1976","JUL",1976-07-01,"Cali",23.8
"717","1976","AUG",1976-08-01,"Cali",23.9
"718","1976","SEP",1976-09-01,"Cali",24.6
"719","1976","OCT",1976-10-01,"Cali",22.9
"720","1976","NOV",1976-11-01,"Cali",22.9
"721","1976","DEC",1976-12-01,"Cali",23.1
"722","1977","JAN",1977-01-01,"Cali",24.2
"723","1977","FEB",1977-02-01,"Cali",24.2
"724","1977","MAR",1977-03-01,"Cali",24.9
"725","1977","APR",1977-04-01,"Cali",23.6
"726","1977","MAY",1977-05-01,"Cali",23.5
"727","1977","JUN",1977-06-01,"Cali",23.5
"728","1977","JUL",1977-07-01,"Cali",24
"729","1977","AUG",1977-08-01,"Cali",24
"730","1977","SEP",1977-09-01,"Cali",23.5
"731","1977","OCT",1977-10-01,"Cali",23.2
"732","1977","NOV",1977-11-01,"Cali",23.2
"733","1977","DEC",1977-12-01,"Cali",23.6
"734","1978","JAN",1978-01-01,"Cali",23.6
"735","1978","FEB",1978-02-01,"Cali",24.5
"736","1978","MAR",1978-03-01,"Cali",23.7
"737","1978","APR",1978-04-01,"Cali",23.1
"738","1978","MAY",1978-05-01,"Cali",23.2
"739","1978","JUN",1978-06-01,"Cali",23.2
"740","1978","JUL",1978-07-01,"Cali",23.4
"741","1978","AUG",1978-08-01,"Cali",23.9
"742","1978","SEP",1978-09-01,"Cali",23.6
"743","1978","OCT",1978-10-01,"Cali",23.4
"744","1978","NOV",1978-11-01,"Cali",23.3
"745","1978","DEC",1978-12-01,"Cali",23.3
"746","1979","JAN",1979-01-01,"Cali",23.5
"747","1979","FEB",1979-02-01,"Cali",24.1
"748","1979","MAR",1979-03-01,"Cali",23.9
"749","1979","APR",1979-04-01,"Cali",23.8
"750","1979","MAY",1979-05-01,"Cali",23.3
"751","1979","JUN",1979-06-01,"Cali",23.5
"752","1979","JUL",1979-07-01,"Cali",23.9
"753","1979","AUG",1979-08-01,"Cali",23.5
"754","1979","SEP",1979-09-01,"Cali",23.3
"755","1979","OCT",1979-10-01,"Cali",23.4
"756","1979","NOV",1979-11-01,"Cali",23
"757","1979","DEC",1979-12-01,"Cali",23.4
"758","1980","JAN",1980-01-01,"Cali",23.3
"759","1980","FEB",1980-02-01,"Cali",24
"760","1980","MAR",1980-03-01,"Cali",24.6
"761","1980","APR",1980-04-01,"Cali",24
"762","1980","MAY",1980-05-01,"Cali",24
"763","1980","JUN",1980-06-01,"Cali",23.6
"764","1980","JUL",1980-07-01,"Cali",24
"765","1980","AUG",1980-08-01,"Cali",23.6
"766","1980","SEP",1980-09-01,"Cali",24.2
"767","1980","OCT",1980-10-01,"Cali",23.3
"768","1980","NOV",1980-11-01,"Cali",23
"769","1980","DEC",1980-12-01,"Cali",23
"770","1981","JAN",1981-01-01,"Cali",23.9
"771","1981","FEB",1981-02-01,"Cali",23.7
"772","1981","MAR",1981-03-01,"Cali",24
"773","1981","APR",1981-04-01,"Cali",23.3
"774","1981","MAY",1981-05-01,"Cali",23
"775","1981","JUN",1981-06-01,"Cali",23.1
"776","1981","JUL",1981-07-01,"Cali",23.5
"777","1981","AUG",1981-08-01,"Cali",23.6
"778","1981","SEP",1981-09-01,"Cali",23.8
"779","1981","OCT",1981-10-01,"Cali",23.2
"780","1981","NOV",1981-11-01,"Cali",22.9
"781","1981","DEC",1981-12-01,"Cali",23.3
"782","1982","JAN",1982-01-01,"Cali",23.3
"783","1982","FEB",1982-02-01,"Cali",23.5
"784","1982","MAR",1982-03-01,"Cali",23.4
"785","1982","APR",1982-04-01,"Cali",23.1
"786","1982","MAY",1982-05-01,"Cali",23.3
"787","1982","JUN",1982-06-01,"Cali",24
"788","1982","JUL",1982-07-01,"Cali",23.8
"789","1982","AUG",1982-08-01,"Cali",24.6
"790","1982","SEP",1982-09-01,"Cali",23.9
"791","1982","OCT",1982-10-01,"Cali",22.9
"792","1982","NOV",1982-11-01,"Cali",23.3
"793","1982","DEC",1982-12-01,"Cali",23.5
"794","1983","JAN",1983-01-01,"Cali",25
"795","1983","FEB",1983-02-01,"Cali",25.6
"796","1983","MAR",1983-03-01,"Cali",25
"797","1983","APR",1983-04-01,"Cali",23.9
"798","1983","MAY",1983-05-01,"Cali",24.3
"799","1983","JUN",1983-06-01,"Cali",24.3
"800","1983","JUL",1983-07-01,"Cali",24.5
"801","1983","AUG",1983-08-01,"Cali",24.7
"802","1983","SEP",1983-09-01,"Cali",24.3
"803","1983","OCT",1983-10-01,"Cali",23.5
"804","1983","NOV",1983-11-01,"Cali",23.7
"805","1983","DEC",1983-12-01,"Cali",22.7
"806","1984","JAN",1984-01-01,"Cali",22.2
"807","1984","FEB",1984-02-01,"Cali",22.8
"808","1984","MAR",1984-03-01,"Cali",23.6
"809","1984","APR",1984-04-01,"Cali",23
"810","1984","MAY",1984-05-01,"Cali",23
"811","1984","JUN",1984-06-01,"Cali",23.4
"812","1984","JUL",1984-07-01,"Cali",23.5
"813","1984","AUG",1984-08-01,"Cali",23.2
"814","1984","SEP",1984-09-01,"Cali",23.1
"815","1984","OCT",1984-10-01,"Cali",23
"816","1984","NOV",1984-11-01,"Cali",22.8
"817","1984","DEC",1984-12-01,"Cali",23
"818","1985","JAN",1985-01-01,"Cali",22.8
"819","1985","FEB",1985-02-01,"Cali",23.7
"820","1985","MAR",1985-03-01,"Cali",24.2
"821","1985","APR",1985-04-01,"Cali",23.8
"822","1985","MAY",1985-05-01,"Cali",23.6
"823","1985","JUN",1985-06-01,"Cali",23.5
"824","1985","JUL",1985-07-01,"Cali",23.5
"825","1985","AUG",1985-08-01,"Cali",23.2
"826","1985","SEP",1985-09-01,"Cali",23.1
"827","1985","OCT",1985-10-01,"Cali",23
"828","1985","NOV",1985-11-01,"Cali",22.8
"829","1985","DEC",1985-12-01,"Cali",23
"830","1986","JAN",1986-01-01,"Cali",23.4
"831","1986","FEB",1986-02-01,"Cali",22.9
"832","1986","MAR",1986-03-01,"Cali",23
"833","1986","APR",1986-04-01,"Cali",23.6
"834","1986","MAY",1986-05-01,"Cali",23.2
"835","1986","JUN",1986-06-01,"Cali",23.4
"836","1986","JUL",1986-07-01,"Cali",24
"837","1986","AUG",1986-08-01,"Cali",24.2
"838","1986","SEP",1986-09-01,"Cali",24.4
"839","1986","OCT",1986-10-01,"Cali",23.1
"840","1986","NOV",1986-11-01,"Cali",22.7
"841","1986","DEC",1986-12-01,"Cali",24
"842","1987","JAN",1987-01-01,"Cali",24.5
"843","1987","FEB",1987-02-01,"Cali",23.6
"844","1987","MAR",1987-03-01,"Cali",24
"845","1987","APR",1987-04-01,"Cali",23.6
"846","1987","MAY",1987-05-01,"Cali",23.3
"847","1987","JUN",1987-06-01,"Cali",24.6
"848","1987","JUL",1987-07-01,"Cali",24
"849","1987","AUG",1987-08-01,"Cali",24.6
"850","1987","SEP",1987-09-01,"Cali",24.4
"851","1987","OCT",1987-10-01,"Cali",23.7
"852","1987","NOV",1987-11-01,"Cali",24.1
"853","1987","DEC",1987-12-01,"Cali",24.4
"854","1988","JAN",1988-01-01,"Cali",24.5
"855","1988","FEB",1988-02-01,"Cali",24.4
"856","1988","MAR",1988-03-01,"Cali",25.1
"857","1988","APR",1988-04-01,"Cali",23.5
"858","1988","MAY",1988-05-01,"Cali",24
"859","1988","JUN",1988-06-01,"Cali",23.6
"860","1988","JUL",1988-07-01,"Cali",23.7
"861","1988","AUG",1988-08-01,"Cali",23.9
"862","1988","SEP",1988-09-01,"Cali",23.8
"863","1988","OCT",1988-10-01,"Cali",23.3
"864","1988","NOV",1988-11-01,"Cali",22.4
"865","1988","DEC",1988-12-01,"Cali",23.3
"866","1989","JAN",1989-01-01,"Cali",23
"867","1989","FEB",1989-02-01,"Cali",23
"868","1989","MAR",1989-03-01,"Cali",23.1
"869","1989","APR",1989-04-01,"Cali",24.3
"870","1989","MAY",1989-05-01,"Cali",23.1
"871","1989","JUN",1989-06-01,"Cali",23.1
"872","1989","JUL",1989-07-01,"Cali",24.2
"873","1989","AUG",1989-08-01,"Cali",23.6
"874","1989","SEP",1989-09-01,"Cali",23.4
"875","1989","OCT",1989-10-01,"Cali",23.1
"876","1989","NOV",1989-11-01,"Cali",24.1
"877","1989","DEC",1989-12-01,"Cali",23.3
"878","1990","JAN",1990-01-01,"Cali",23.7
"879","1990","FEB",1990-02-01,"Cali",22.9
"880","1990","MAR",1990-03-01,"Cali",24.8
"881","1990","APR",1990-04-01,"Cali",24.1
"882","1990","MAY",1990-05-01,"Cali",23.7
"883","1990","JUN",1990-06-01,"Cali",23.7
"884","1990","JUL",1990-07-01,"Cali",23.8
"885","1990","AUG",1990-08-01,"Cali",24.2
"886","1990","SEP",1990-09-01,"Cali",24.2
"887","1990","OCT",1990-10-01,"Cali",22.9
"888","1990","NOV",1990-11-01,"Cali",23.3
"889","1990","DEC",1990-12-01,"Cali",23.2
"890","1991","JAN",1991-01-01,"Cali",24
"891","1991","FEB",1991-02-01,"Cali",24.7
"892","1991","MAR",1991-03-01,"Cali",23.8
"893","1991","APR",1991-04-01,"Cali",23.4
"894","1991","MAY",1991-05-01,"Cali",23.5
"895","1991","JUN",1991-06-01,"Cali",24.1
"896","1991","JUL",1991-07-01,"Cali",23.6
"897","1991","AUG",1991-08-01,"Cali",23.7
"898","1991","SEP",1991-09-01,"Cali",24.2
"899","1991","OCT",1991-10-01,"Cali",23.3
"900","1991","NOV",1991-11-01,"Cali",23
"901","1991","DEC",1991-12-01,"Cali",23.7
"902","1992","JAN",1992-01-01,"Cali",24.1
"903","1992","FEB",1992-02-01,"Cali",24.9
"904","1992","MAR",1992-03-01,"Cali",25
"905","1992","APR",1992-04-01,"Cali",24.3
"906","1992","MAY",1992-05-01,"Cali",24
"907","1992","JUN",1992-06-01,"Cali",24.4
"908","1992","JUL",1992-07-01,"Cali",23.7
"909","1992","AUG",1992-08-01,"Cali",24.2
"910","1992","SEP",1992-09-01,"Cali",23.9
"911","1992","OCT",1992-10-01,"Cali",23.3
"912","1992","NOV",1992-11-01,"Cali",23.1
"913","1992","DEC",1992-12-01,"Cali",22.2
"914","1993","JAN",1993-01-01,"Cali",23.5
"915","1993","FEB",1993-02-01,"Cali",23.8
"916","1993","MAR",1993-03-01,"Cali",23.3
"917","1993","APR",1993-04-01,"Cali",23.4
"918","1993","MAY",1993-05-01,"Cali",23.2
"919","1993","JUN",1993-06-01,"Cali",23.7
"920","1993","JUL",1993-07-01,"Cali",24
"921","1993","AUG",1993-08-01,"Cali",24.3
"922","1993","SEP",1993-09-01,"Cali",23.3
"923","1993","OCT",1993-10-01,"Cali",23.3
"924","1993","NOV",1993-11-01,"Cali",22.7
"925","1993","DEC",1993-12-01,"Cali",23.3
"926","1994","JAN",1994-01-01,"Cali",23.8
"927","1994","FEB",1994-02-01,"Cali",24
"928","1994","MAR",1994-03-01,"Cali",23.6
"929","1994","APR",1994-04-01,"Cali",23.6
"930","1994","MAY",1994-05-01,"Cali",23.8
"931","1994","JUN",1994-06-01,"Cali",24.2
"932","1994","JUL",1994-07-01,"Cali",23.8
"933","1994","AUG",1994-08-01,"Cali",23.9
"934","1994","SEP",1994-09-01,"Cali",24.1
"935","1994","OCT",1994-10-01,"Cali",23.7
"936","1994","NOV",1994-11-01,"Cali",23.4
"937","1994","DEC",1994-12-01,"Cali",24
"938","1995","JAN",1995-01-01,"Cali",24.8
"939","1995","FEB",1995-02-01,"Cali",24.9
"940","1995","MAR",1995-03-01,"Cali",24.7
"941","1995","APR",1995-04-01,"Cali",23.9
"942","1995","MAY",1995-05-01,"Cali",24.1
"943","1995","JUN",1995-06-01,"Cali",24.4
"944","1995","JUL",1995-07-01,"Cali",24
"945","1995","AUG",1995-08-01,"Cali",24.1
"946","1995","SEP",1995-09-01,"Cali",24.8
"947","1995","OCT",1995-10-01,"Cali",23.5
"948","1995","NOV",1995-11-01,"Cali",22
"949","1995","DEC",1995-12-01,"Cali",22.8
"950","1996","JAN",1996-01-01,"Cali",22.7
"951","1996","FEB",1996-02-01,"Cali",22.6
"952","1996","MAR",1996-03-01,"Cali",22.5
"953","1996","APR",1996-04-01,"Cali",23.5
"954","1996","MAY",1996-05-01,"Cali",23.7
"955","1996","JUN",1996-06-01,"Cali",23.9
"956","1996","JUL",1996-07-01,"Cali",24.1
"957","1996","AUG",1996-08-01,"Cali",23.7
"958","1996","SEP",1996-09-01,"Cali",24
"959","1996","OCT",1996-10-01,"Cali",22.8
"960","1996","NOV",1996-11-01,"Cali",23.1
"961","1996","DEC",1996-12-01,"Cali",23.5
"962","1997","JAN",1997-01-01,"Cali",23.5
"963","1997","FEB",1997-02-01,"Cali",23.9
"964","1997","MAR",1997-03-01,"Cali",24
"965","1997","APR",1997-04-01,"Cali",23.7
"966","1997","MAY",1997-05-01,"Cali",24
"967","1997","JUN",1997-06-01,"Cali",23.2
"968","1997","JUL",1997-07-01,"Cali",24.3
"969","1997","AUG",1997-08-01,"Cali",24.8
"970","1997","SEP",1997-09-01,"Cali",24.2
"971","1997","OCT",1997-10-01,"Cali",24.1
"972","1997","NOV",1997-11-01,"Cali",23.3
"973","1997","DEC",1997-12-01,"Cali",24.6
"974","1998","JAN",1998-01-01,"Cali",25.3
"975","1998","FEB",1998-02-01,"Cali",25.2
"976","1998","MAR",1998-03-01,"Cali",24.9
"977","1998","APR",1998-04-01,"Cali",24.3
"978","1998","MAY",1998-05-01,"Cali",24.8
"979","1998","JUN",1998-06-01,"Cali",24.5
"980","1998","JUL",1998-07-01,"Cali",24.2
"981","1998","AUG",1998-08-01,"Cali",24.3
"982","1998","SEP",1998-09-01,"Cali",24.2
"983","1998","OCT",1998-10-01,"Cali",24.1
"984","1998","NOV",1998-11-01,"Cali",23.5
"985","1998","DEC",1998-12-01,"Cali",23.6
"986","1999","JAN",1999-01-01,"Cali",23.4
"987","1999","FEB",1999-02-01,"Cali",23.3
"988","1999","MAR",1999-03-01,"Cali",23.8
"989","1999","APR",1999-04-01,"Cali",23.6
"990","1999","MAY",1999-05-01,"Cali",23.3
"991","1999","JUN",1999-06-01,"Cali",23.3
"992","1999","JUL",1999-07-01,"Cali",24.1
"993","1999","AUG",1999-08-01,"Cali",24.2
"994","1999","SEP",1999-09-01,"Cali",23
"995","1999","OCT",1999-10-01,"Cali",23.1
"996","1999","NOV",1999-11-01,"Cali",23.1
"997","1999","DEC",1999-12-01,"Cali",23
"998","2000","JAN",2000-01-01,"Cali",23.2
"999","2000","FEB",2000-02-01,"Cali",23.3
"1000","2000","MAR",2000-03-01,"Cali",23.5
"1001","2000","APR",2000-04-01,"Cali",23.5
"1002","2000","MAY",2000-05-01,"Cali",23.4
"1003","2000","JUN",2000-06-01,"Cali",23.5
"1004","2000","JUL",2000-07-01,"Cali",23.9
"1005","2000","AUG",2000-08-01,"Cali",24.2
"1006","2000","SEP",2000-09-01,"Cali",23
"1007","2000","OCT",2000-10-01,"Cali",23.7
"1008","2000","NOV",2000-11-01,"Cali",23.2
"1009","2000","DEC",2000-12-01,"Cali",23.4
"1010","2001","JAN",2001-01-01,"Cali",22.9
"1011","2001","FEB",2001-02-01,"Cali",23.8
"1012","2001","MAR",2001-03-01,"Cali",23.3
"1013","2001","APR",2001-04-01,"Cali",24
"1014","2001","MAY",2001-05-01,"Cali",23.4
"1015","2001","JUN",2001-06-01,"Cali",23.5
"1016","2001","JUL",2001-07-01,"Cali",23.6
"1017","2001","AUG",2001-08-01,"Cali",24.9
"1018","2001","SEP",2001-09-01,"Cali",23.5
"1019","2001","OCT",2001-10-01,"Cali",24.1
"1020","2001","NOV",2001-11-01,"Cali",23.4
"1021","2001","DEC",2001-12-01,"Cali",23.3
"1022","2002","JAN",2002-01-01,"Cali",23.9
"1023","2002","FEB",2002-02-01,"Cali",24.3
"1024","2002","MAR",2002-03-01,"Cali",23.8
"1025","2002","APR",2002-04-01,"Cali",23.2
"1026","2002","MAY",2002-05-01,"Cali",23.8
"1027","2002","JUN",2002-06-01,"Cali",23
"1028","2002","JUL",2002-07-01,"Cali",24.1
"1029","2002","AUG",2002-08-01,"Cali",24.4
"1030","2002","SEP",2002-09-01,"Cali",24
"1031","2002","OCT",2002-10-01,"Cali",23.6
"1032","2002","NOV",2002-11-01,"Cali",23.3
"1033","2002","DEC",2002-12-01,"Cali",23.9
"1034","2003","JAN",2003-01-01,"Cali",24.3
"1035","2003","FEB",2003-02-01,"Cali",24.2
"1036","2003","MAR",2003-03-01,"Cali",23.9
"1037","2003","APR",2003-04-01,"Cali",23.6
"1038","2003","MAY",2003-05-01,"Cali",24.1
"1039","2003","JUN",2003-06-01,"Cali",23
"1040","2003","JUL",2003-07-01,"Cali",23.7
"1041","2003","AUG",2003-08-01,"Cali",23.8
"1042","2003","SEP",2003-09-01,"Cali",23.7
"1043","2003","OCT",2003-10-01,"Cali",23.1
"1044","2003","NOV",2003-11-01,"Cali",22.5
"1045","2003","DEC",2003-12-01,"Cali",23.3
"1046","2004","JAN",2004-01-01,"Cali",23.3
"1047","2004","FEB",2004-02-01,"Cali",23.9
"1048","2004","MAR",2004-03-01,"Cali",24.6
"1049","2004","APR",2004-04-01,"Cali",23.6
"1050","2004","MAY",2004-05-01,"Cali",23.5
"1051","2004","JUN",2004-06-01,"Cali",23.8
"1052","2004","JUL",2004-07-01,"Cali",23.2
"1053","2004","AUG",2004-08-01,"Cali",24.3
"1054","2004","SEP",2004-09-01,"Cali",23.2
"1055","2004","NOV",2004-11-01,"Cali",23.1
"1056","2004","DEC",2004-12-01,"Cali",23.3
"1057","2005","JAN",2005-01-01,"Cali",23.6
"1058","2005","FEB",2005-02-01,"Cali",24.3
"1059","2005","MAR",2005-03-01,"Cali",23.8
"1060","2005","APR",2005-04-01,"Cali",24.2
"1061","2005","MAY",2005-05-01,"Cali",23.6
"1062","2005","JUN",2005-06-01,"Cali",23.7
"1063","2005","JUL",2005-07-01,"Cali",24.1
"1064","2005","AUG",2005-08-01,"Cali",24.2
"1065","2005","SEP",2005-09-01,"Cali",24
